wins,losses,draws,SLpM,SApM,TD Avg.,Sub. Avg.,ID,height,weight_kg,Str. Acc._total,Str. Def_total,TD Acc._total,TD Def._total,reach_cm,stance,age
11,7,1,3.19,2.61,0.98,0.7,701,170.18,61.23,0.49,0.5,0.23,0.25,180.34,1,42
10,8,0,1.89,4.58,0.92,0.0,702,165.1,61.23,0.53,0.44,0.25,0.33,160.02,1,42
15,6,0,3.03,3.62,0.0,0.0,703,175.26,65.77,0.29,0.64,0.0,1.0,177.8,1,46
14,8,0,3.1,2.97,0.0,0.0,704,187.96,70.31,0.34,0.62,0.0,0.27,180.34,1,43
7,4,0,3.14,3.98,1.33,0.0,705,180.34,77.11,0.53,0.38,0.66,0.5,180.34,1,41
6,3,0,1.83,1.95,0.0,0.9,706,187.96,77.11,0.36,0.6,0.0,0.5,180.34,1,38
6,8,0,1.91,2.61,3.92,1.3,707,187.96,77.11,0.42,0.51,0.75,0.5,180.34,0,40
12,4,0,3.37,2.7,0.94,1.3,708,185.42,65.77,0.44,0.5,0.25,0.15,185.42,1,42
12,6,0,2.3,3.0,3.29,0.6,709,195.58,113.4,0.47,0.37,0.42,1.0,200.66,1,40
10,4,0,3.84,2.83,0.72,0.0,710,172.72,65.77,0.35,0.67,0.28,0.73,170.18,1,36
36,17,0,2.67,3.97,0.65,0.5,711,175.26,65.77,0.32,0.57,0.31,0.53,177.8,1,42
3,1,1,2.08,5.94,4.46,0.0,712,182.88,83.91,0.7,0.16,0.25,0.0,180.34,1,40
6,3,1,6.33,7.53,2.0,0.0,713,185.42,83.91,0.44,0.51,0.16,0.5,180.34,1,36
12,6,0,1.09,2.73,3.51,1.2,714,175.26,83.91,0.41,0.35,0.6,0.0,180.34,2,44
13,3,0,1.94,2.49,1.94,0.0,715,182.88,83.91,0.33,0.58,1.0,0.6,198.12,1,45
18,13,1,2.77,4.79,0.3,0.5,716,177.8,65.77,0.24,0.52,0.26,0.42,172.72,1,46
27,10,2,3.33,1.28,2.3,0.2,717,193.04,108.86,0.56,0.54,0.56,0.52,208.28,1,51
18,8,0,2.7,3.1,0.44,0.9,718,187.96,83.91,0.41,0.59,0.26,0.55,190.5,1,42
8,3,0,1.24,4.75,1.69,0.0,719,167.64,56.7,0.21,0.53,0.25,0.0,180.34,1,36
13,5,0,1.83,6.47,1.0,0.0,720,180.34,92.99,0.47,0.34,0.28,0.3,180.34,1,47
8,3,0,2.65,2.29,1.82,0.4,721,180.34,70.31,0.49,0.73,0.31,0.78,187.96,1,42
10,3,0,2.36,2.98,1.39,1.4,722,170.18,61.23,0.26,0.64,0.7,0.54,177.8,1,45
15,7,0,4.83,3.45,0.0,0.3,723,180.34,77.11,0.47,0.56,0.0,0.52,180.34,1,36
21,5,0,3.95,3.21,1.63,0.6,724,177.8,70.31,0.54,0.56,0.43,0.36,182.88,1,42
17,5,0,1.67,2.13,1.93,1.7,725,182.88,83.91,0.44,0.37,0.25,0.31,190.5,1,40
8,3,0,1.71,3.43,0.0,0.0,726,177.8,83.91,0.33,0.11,0.0,0.0,180.34,0,42
24,9,0,1.41,2.44,2.8,1.1,727,175.26,70.31,0.41,0.65,0.46,0.77,175.26,2,43
14,6,0,3.84,3.73,0.39,0.4,728,182.88,77.11,0.39,0.64,0.18,0.66,193.04,2,50
22,6,0,4.98,3.78,1.49,0.0,729,193.04,109.77,0.6,0.48,1.0,0.58,195.58,1,41
8,2,0,1.78,1.79,1.87,1.9,730,193.04,83.91,0.35,0.61,0.53,0.6,200.66,1,44
6,5,0,3.05,2.82,0.0,6.1,731,172.72,61.23,0.49,0.35,0.0,0.5,172.72,1,39
30,14,1,3.45,3.78,1.18,0.1,732,172.72,70.31,0.34,0.61,0.34,0.6,175.26,2,45
16,10,0,1.42,4.4,1.6,0.0,733,185.42,77.11,0.21,0.47,0.33,0.14,190.5,1,44
17,3,0,1.03,1.8,0.0,0.0,734,195.58,92.99,0.22,0.52,0.0,0.42,180.34,1,42
6,2,1,1.6,2.87,2.0,0.0,735,167.64,65.77,0.64,0.5,0.66,0.75,180.34,1,44
9,7,0,1.6,2.89,0.0,0.0,736,165.1,61.23,0.5,0.28,0.0,0.2,180.34,1,36
14,9,0,2.14,3.97,1.55,0.8,737,190.5,92.99,0.24,0.68,0.44,0.66,190.5,1,41
26,9,0,2.98,2.45,3.23,0.6,738,167.64,65.77,0.44,0.6,0.4,0.66,177.8,1,50
18,8,0,1.28,1.9,0.62,0.0,739,180.34,77.11,0.49,0.59,0.5,0.26,193.04,1,45
9,4,0,2.75,3.11,0.41,0.8,740,185.42,77.11,0.48,0.49,1.0,0.66,185.42,1,42
10,4,0,2.8,3.15,3.47,1.3,741,180.34,83.91,0.55,0.48,0.57,0.5,180.34,2,47
7,3,0,4.18,3.64,2.02,0.0,742,172.72,77.11,0.49,0.64,1.0,0.66,180.34,1,43
20,7,0,3.22,3.28,1.86,2.0,743,182.88,77.11,0.42,0.62,0.41,0.78,182.88,1,44
14,6,0,5.15,3.93,1.57,0.0,744,190.5,83.91,0.42,0.55,0.46,0.3,190.5,1,44
11,5,0,3.54,2.87,1.55,1.3,745,177.8,70.31,0.45,0.54,0.29,0.46,185.42,1,43
11,2,0,5.45,3.88,1.53,0.9,746,185.42,77.11,0.47,0.59,0.5,0.6,180.34,1,39
15,7,0,3.03,2.81,0.7,0.2,747,190.5,104.33,0.56,0.52,0.53,0.59,198.12,1,48
10,5,0,3.18,5.42,2.0,0.3,748,182.88,77.11,0.43,0.55,0.35,0.4,185.42,1,35
28,15,1,2.32,4.86,1.57,0.3,749,182.88,77.11,0.52,0.42,0.4,0.78,180.34,1,44
21,9,0,0.83,2.6,0.5,1.0,750,180.34,77.11,0.36,0.48,0.05,0.5,180.34,1,40
23,11,1,1.93,2.91,0.0,0.5,751,175.26,56.7,0.49,0.47,0.0,0.25,180.34,1,46
11,5,1,3.62,3.16,0.0,0.0,752,190.5,104.33,0.56,0.33,0.0,0.42,180.34,0,50
11,5,0,1.8,1.64,0.67,0.0,753,182.88,70.31,0.32,0.65,1.0,0.54,193.04,2,40
30,13,0,3.0,6.1,1.66,0.0,754,165.1,56.7,0.3,0.57,0.23,0.83,170.18,1,45
22,7,0,1.74,2.06,0.66,2.0,755,182.88,77.11,0.32,0.55,0.5,0.29,190.5,1,46
19,8,0,1.75,2.04,3.93,4.1,756,172.72,77.11,0.51,0.59,0.45,0.0,180.34,1,46
17,14,0,4.92,5.27,0.48,0.0,757,185.42,83.91,0.36,0.54,0.18,0.75,190.5,1,44
12,8,0,3.69,3.8,3.0,0.0,758,185.42,92.99,0.42,0.61,0.34,0.91,193.04,1,49
19,6,0,3.92,2.55,1.03,0.7,759,187.96,92.99,0.5,0.67,0.47,0.7,187.96,1,43
12,11,0,1.65,2.96,1.03,2.6,760,175.26,61.23,0.53,0.41,0.44,0.55,187.96,1,38
8,5,0,4.87,5.75,2.49,0.0,761,177.8,65.77,0.48,0.57,0.33,0.0,177.8,1,42
14,2,1,3.29,0.82,5.84,0.0,762,187.96,77.11,0.47,0.78,0.56,1.0,193.04,1,39
14,7,0,2.61,2.52,2.32,1.6,763,177.8,70.31,0.27,0.67,0.31,0.53,180.34,1,48
15,5,0,3.28,3.62,2.3,0.0,764,182.88,83.91,0.54,0.54,0.55,0.79,185.42,1,36
13,5,0,3.31,7.42,0.75,0.0,765,160.02,61.23,0.39,0.41,0.1,0.8,180.34,1,48
19,11,0,3.96,2.8,2.18,0.0,766,182.88,83.91,0.47,0.59,0.78,0.62,182.88,1,44
37,7,0,3.2,3.98,2.32,2.3,767,165.1,56.7,0.53,0.52,0.27,0.33,180.34,1,44
9,5,0,2.57,3.06,0.2,0.6,768,170.18,61.23,0.39,0.51,1.0,0.37,175.26,1,41
29,15,1,3.08,1.1,3.81,0.4,769,185.42,92.99,0.43,0.62,0.59,0.66,185.42,2,49
4,4,0,2.27,8.2,0.0,0.0,770,185.42,61.23,0.23,0.33,0.0,0.5,180.34,0,46
14,4,0,3.52,3.48,1.36,0.3,771,182.88,83.91,0.42,0.62,0.36,0.52,187.96,2,47
16,13,0,2.9,3.18,1.14,0.0,772,165.1,61.23,0.36,0.46,0.23,0.78,180.34,1,45
8,7,0,2.72,3.54,0.0,0.2,773,180.34,106.59,0.52,0.59,0.0,0.76,187.96,1,46
10,6,0,1.34,2.21,1.42,0.7,774,167.64,56.7,0.39,0.66,0.33,0.35,165.1,1,46
12,6,0,3.9,3.86,3.09,0.9,775,175.26,70.31,0.47,0.51,0.43,0.27,172.72,1,43
16,10,0,1.74,2.5,2.5,2.5,776,182.88,70.31,0.34,0.67,0.25,0.14,182.88,4,38
21,12,1,3.39,3.44,1.2,0.6,777,172.72,70.31,0.48,0.57,0.37,0.46,177.8,1,46
22,11,0,2.87,2.87,1.14,0.8,778,180.34,83.91,0.42,0.52,0.41,0.53,185.42,2,45
5,1,0,1.67,0.53,0.0,2.0,779,180.34,61.23,0.69,0.33,0.0,0.14,180.34,1,48
18,4,0,1.48,2.09,1.36,0.0,780,190.5,70.31,0.28,0.51,0.2,0.33,180.34,1,41
34,13,0,4.43,9.93,0.0,0.0,781,193.04,65.77,0.27,0.46,0.0,0.0,180.34,4,35
30,18,0,0.14,4.68,0.0,0.0,782,165.1,61.23,0.33,0.3,0.0,0.0,180.34,1,41
4,6,0,1.9,3.67,0.95,0.0,783,187.96,83.91,0.35,0.53,1.0,0.87,180.34,1,45
10,5,0,1.68,2.99,2.58,1.0,784,177.8,70.31,0.39,0.53,0.27,0.0,177.8,1,44
19,9,0,2.72,5.51,0.0,0.0,785,175.26,61.23,0.28,0.64,0.0,0.0,180.34,1,39
10,4,0,2.11,2.32,3.71,0.5,786,182.88,83.91,0.44,0.63,0.44,0.83,182.88,2,44
13,6,0,2.56,3.61,0.44,0.9,787,175.26,70.31,0.33,0.58,0.11,0.2,182.88,1,48
17,8,0,2.19,3.38,2.49,1.6,788,172.72,70.31,0.33,0.59,0.36,0.11,180.34,1,44
16,9,0,2.02,2.39,3.03,4.8,789,180.34,77.11,0.51,0.4,0.46,0.4,190.5,1,38
7,4,0,1.0,2.6,0.0,0.0,790,180.34,77.11,0.41,0.71,0.0,0.0,180.34,1,41
21,17,0,4.52,6.55,0.18,0.2,791,167.64,61.23,0.37,0.59,0.18,0.6,177.8,1,43
25,12,0,2.78,2.76,0.56,1.0,792,167.64,65.77,0.37,0.65,0.28,0.38,162.56,1,43
17,2,0,3.4,1.8,2.61,0.9,793,185.42,77.11,0.4,0.62,0.43,0.6,190.5,1,38
19,10,1,4.06,1.78,1.17,0.2,794,198.12,92.99,0.71,0.6,0.83,0.53,205.74,2,52
32,18,0,2.96,1.85,1.3,0.2,795,175.26,70.31,0.4,0.66,0.63,0.61,180.34,1,43
28,10,0,1.64,1.98,0.93,1.4,796,190.5,83.91,0.44,0.56,0.5,0.5,190.5,2,43
14,6,0,2.43,3.82,0.88,0.2,797,175.26,56.7,0.31,0.57,0.45,0.48,177.8,1,40
8,4,0,2.08,2.12,2.32,0.0,798,170.18,70.31,0.32,0.63,0.58,0.66,180.34,1,39
31,9,0,2.45,1.8,2.83,1.2,799,182.88,77.11,0.36,0.56,0.29,0.35,182.88,1,47
9,4,1,5.39,3.51,2.82,0.0,800,177.8,77.11,0.69,0.51,0.5,0.66,180.34,1,38
17,5,0,2.17,2.43,3.13,0.5,801,185.42,83.91,0.53,0.45,0.4,1.0,190.5,1,38
12,5,0,2.34,2.32,3.65,1.3,802,172.72,70.31,0.43,0.6,0.36,0.31,190.5,1,44
16,12,0,4.25,3.58,0.36,0.4,803,177.8,65.77,0.42,0.57,1.0,0.6,180.34,1,44
23,7,0,0.53,0.58,0.0,0.0,804,175.26,77.11,0.34,0.66,0.0,0.2,180.34,2,46
8,7,1,1.47,8.53,0.0,0.0,805,177.8,70.31,0.29,0.29,0.0,1.0,180.34,1,37
6,0,0,1.85,1.94,3.38,2.0,806,180.34,61.23,0.29,0.58,0.62,1.0,180.34,0,38
7,2,0,3.68,2.7,1.5,0.0,807,180.34,77.11,0.51,0.56,0.33,0.61,182.88,2,37
19,13,0,4.01,5.84,1.04,0.0,808,182.88,77.11,0.35,0.42,0.5,0.66,187.96,1,47
21,6,0,1.28,1.56,2.36,2.8,809,172.72,70.31,0.42,0.48,0.63,0.37,185.42,2,44
13,6,0,3.51,4.28,0.75,0.0,810,167.64,61.23,0.37,0.61,0.22,0.66,177.8,2,42
6,4,0,1.31,4.32,0.75,1.5,811,177.8,77.11,0.3,0.43,0.5,0.5,180.34,0,39
7,4,0,1.64,2.3,4.09,1.4,812,182.88,70.31,0.41,0.51,0.36,0.25,180.34,1,38
9,4,0,3.27,4.4,0.0,0.0,813,182.88,83.91,0.29,0.7,0.0,0.0,180.34,1,40
7,0,0,0.0,0.0,7.32,21.9,814,190.5,92.99,0.0,0.0,1.0,0.0,180.34,1,44
15,6,0,2.42,1.6,0.0,2.5,815,193.04,92.99,0.49,0.53,0.0,0.28,200.66,2,41
5,1,0,1.93,4.67,0.0,0.0,816,157.48,52.16,0.2,0.57,0.0,0.16,180.34,1,37
34,23,0,2.57,2.57,3.08,1.1,817,182.88,70.31,0.36,0.5,0.37,0.55,182.88,1,42
8,5,0,5.61,5.44,1.67,1.7,818,190.5,92.99,0.59,0.45,0.28,0.0,187.96,1,45
5,1,0,4.44,1.29,1.75,3.5,819,190.5,83.91,0.58,0.72,0.25,0.4,180.34,0,42
22,12,0,2.34,3.16,1.76,0.0,820,162.56,56.7,0.26,0.68,0.21,0.6,165.1,1,42
29,16,0,3.21,2.96,0.47,1.6,821,180.34,65.77,0.41,0.54,0.21,0.55,177.8,1,39
18,5,0,2.73,4.37,0.0,0.5,822,182.88,77.11,0.29,0.55,0.0,0.37,180.34,1,41
11,6,0,2.97,3.81,2.64,0.0,823,193.04,92.99,0.4,0.51,0.41,0.52,200.66,1,44
9,3,0,1.52,3.29,0.91,0.0,824,203.2,115.67,0.38,0.33,0.33,0.2,180.34,4,45
2,1,0,1.32,1.63,0.0,0.0,825,182.88,77.11,0.26,0.44,0.0,0.33,180.34,1,35
9,5,0,2.28,4.32,2.51,1.6,826,175.26,61.23,0.44,0.4,0.34,0.42,180.34,1,42
19,9,1,2.53,2.53,0.0,3.0,827,187.96,77.11,0.49,0.52,0.0,1.0,180.34,1,39
20,6,1,3.17,2.27,0.0,0.0,828,182.88,77.11,0.46,0.53,0.0,0.77,180.34,2,40
11,4,1,1.4,2.07,1.0,0.0,829,170.18,65.77,0.26,0.65,0.25,0.33,180.34,1,37
9,3,0,4.36,2.98,1.37,0.3,830,175.26,83.91,0.48,0.66,0.71,0.88,177.8,2,54
25,12,0,2.22,1.64,1.79,0.6,831,190.5,92.99,0.42,0.59,0.36,0.73,198.12,1,44
21,13,0,4.53,1.75,1.83,0.0,832,177.8,61.23,0.5,0.63,0.62,0.62,180.34,1,43
18,9,0,1.71,1.99,1.42,1.2,833,180.34,77.11,0.39,0.63,0.31,0.63,187.96,1,45
9,2,0,1.01,3.83,0.85,0.8,834,170.18,65.77,0.69,0.35,0.33,0.63,180.34,1,38
18,7,1,2.26,3.63,2.0,0.0,835,180.34,70.31,0.41,0.53,0.38,0.78,185.42,2,39
19,11,0,0.46,12.92,0.0,0.0,836,177.8,77.11,0.33,0.09,0.0,0.0,180.34,2,40
6,5,0,4.71,3.55,0.57,0.3,837,177.8,77.11,0.46,0.6,0.27,0.6,190.5,1,45
10,2,0,2.79,3.89,0.89,0.0,838,172.72,65.77,0.4,0.59,0.33,0.5,177.8,1,42
16,7,1,1.16,3.26,0.62,0.3,839,187.96,83.91,0.46,0.32,0.07,0.66,180.34,1,43
16,12,0,3.94,2.41,0.5,0.2,840,185.42,70.31,0.46,0.65,0.45,0.53,190.5,1,46
15,2,0,1.18,2.27,3.0,0.3,841,175.26,83.91,0.46,0.56,0.37,0.66,180.34,1,38
14,9,1,1.29,1.85,2.34,1.5,842,177.8,70.31,0.33,0.61,0.32,0.2,180.34,1,47
19,4,1,1.6,3.08,0.47,0.9,843,170.18,61.23,0.28,0.59,0.11,0.66,180.34,1,40
14,4,0,4.56,4.46,0.74,0.0,844,187.96,83.91,0.32,0.62,0.33,0.8,187.96,1,44
7,4,0,4.13,2.92,0.67,0.7,845,190.5,92.99,0.66,0.54,0.33,0.66,180.34,1,39
14,4,0,2.64,4.5,1.4,1.9,846,177.8,70.31,0.42,0.48,0.33,0.5,185.42,1,43
6,3,0,1.69,2.87,0.0,0.0,847,182.88,77.11,0.29,0.65,0.0,0.58,180.34,1,39
9,4,0,2.73,5.57,1.0,0.0,848,165.1,61.23,0.31,0.46,0.09,0.33,180.34,2,43
19,8,0,1.52,1.55,4.23,0.0,849,177.8,70.31,0.56,0.46,0.42,0.72,177.8,1,45
10,16,1,1.13,1.0,2.0,0.0,850,165.1,65.77,0.36,0.62,0.33,0.33,180.34,1,39
4,6,0,1.71,2.19,1.43,0.0,851,177.8,65.77,0.5,0.62,0.25,0.0,180.34,0,41
9,4,0,1.08,2.67,3.39,0.7,852,175.26,70.31,0.45,0.52,0.5,1.0,180.34,1,38
11,4,0,4.91,7.17,0.0,0.0,853,175.26,65.77,0.23,0.51,0.0,0.0,180.34,1,37
42,22,0,2.91,2.34,0.76,0.7,854,175.26,70.31,0.42,0.66,0.53,0.69,185.42,2,49
16,7,1,5.56,5.6,0.2,0.0,855,172.72,70.31,0.47,0.45,0.12,0.58,177.8,1,48
9,3,0,3.23,4.27,3.66,0.0,856,177.8,61.23,0.42,0.52,0.44,0.5,177.8,2,39
10,5,0,2.92,2.22,2.32,0.4,857,193.04,111.13,0.37,0.57,0.46,0.72,198.12,1,43
11,3,0,1.33,3.82,0.93,2.2,858,170.18,61.23,0.21,0.51,0.37,0.5,180.34,1,37
7,3,0,3.72,4.04,0.0,0.9,859,182.88,70.31,0.48,0.46,0.0,0.27,182.88,1,45
15,2,0,1.62,3.45,3.17,1.1,860,175.26,70.31,0.47,0.48,0.4,0.0,182.88,1,41
21,11,0,2.92,2.55,3.49,0.8,861,172.72,70.31,0.34,0.58,0.53,0.66,180.34,1,41
22,8,1,1.91,2.31,2.97,0.5,862,175.26,65.77,0.54,0.58,0.46,0.33,175.26,1,43
10,5,0,3.2,4.13,0.96,0.5,863,185.42,77.11,0.39,0.64,0.33,0.75,187.96,1,36
6,3,0,1.33,3.33,1.5,0.0,864,175.26,61.23,0.27,0.6,0.5,0.5,180.34,1,35
11,4,1,2.99,5.62,3.87,2.3,865,185.42,77.11,0.39,0.63,0.83,0.44,180.34,1,42
13,9,0,3.5,5.61,0.44,0.3,866,170.18,70.31,0.36,0.57,0.16,0.8,180.34,1,46
8,4,0,2.34,6.42,0.57,1.1,867,160.02,56.7,0.37,0.48,0.4,0.31,160.02,1,41
13,8,0,3.2,3.43,0.0,0.0,868,170.18,56.7,0.34,0.69,0.0,0.16,180.34,1,40
7,6,0,7.73,6.82,0.0,0.0,869,195.58,92.99,0.45,0.49,0.0,0.5,180.34,0,39
13,10,0,1.27,2.55,0.0,0.0,870,172.72,56.7,0.32,0.42,0.0,0.2,180.34,1,42
12,2,0,3.33,5.39,2.77,0.0,871,180.34,92.99,0.43,0.43,0.41,0.0,180.34,1,44
9,6,0,2.24,2.23,1.44,0.0,872,172.72,65.77,0.44,0.5,0.26,0.58,175.26,1,37
12,6,0,3.25,4.91,0.7,0.0,873,172.72,65.77,0.45,0.5,0.28,0.86,172.72,1,43
17,4,0,2.85,1.33,2.99,0.6,874,187.96,92.99,0.34,0.72,0.38,0.72,200.66,1,41
10,4,0,3.51,5.32,0.0,0.0,875,190.5,83.91,0.23,0.57,0.0,0.58,198.12,1,34
7,4,0,1.17,1.83,0.0,0.0,876,187.96,83.91,0.28,0.67,0.0,1.0,180.34,1,42
13,5,1,3.59,3.25,2.08,0.0,877,165.1,56.7,0.39,0.67,0.3,0.88,162.56,1,42
8,3,1,1.29,5.5,2.66,1.3,878,170.18,70.31,0.33,0.32,0.36,0.0,180.34,1,35
10,3,0,2.03,2.83,3.0,1.5,879,180.34,83.91,0.19,0.64,0.54,1.0,180.34,0,37
11,4,0,1.4,1.75,0.0,0.8,880,185.42,70.31,0.33,0.6,0.0,0.61,180.34,1,36
9,3,0,4.92,3.96,1.85,0.0,881,180.34,77.11,0.54,0.65,0.45,0.78,190.5,1,34
5,4,0,2.47,2.73,2.0,0.0,882,177.8,65.77,0.37,0.69,0.22,0.5,180.34,1,37
11,6,0,0.85,5.92,0.75,2.3,883,187.96,112.04,0.37,0.22,0.16,0.33,190.5,1,48
18,6,0,2.09,2.01,0.41,0.0,884,162.56,61.23,0.45,0.57,0.22,0.45,167.64,2,49
10,2,0,1.21,4.14,0.0,0.0,885,170.18,61.23,0.19,0.55,0.0,0.0,180.34,1,31
12,7,0,3.44,4.01,0.65,0.0,886,180.34,70.31,0.52,0.46,0.33,0.5,180.34,4,39
12,4,0,1.03,3.01,0.0,0.0,887,185.42,120.2,0.31,0.55,0.0,0.57,180.34,1,43
8,3,0,2.12,3.32,0.0,0.9,888,190.5,83.91,0.37,0.64,0.0,0.5,180.34,2,42
5,1,0,1.3,1.73,0.0,0.0,889,162.56,56.7,0.18,0.79,0.0,0.75,180.34,1,43
9,2,0,1.26,4.84,0.0,0.0,890,172.72,70.31,0.31,0.48,0.0,0.22,180.34,1,46
10,3,0,2.72,5.8,0.0,0.0,891,172.72,70.31,0.42,0.51,0.0,0.14,180.34,1,39
15,11,0,2.49,6.36,0.67,1.3,892,170.18,61.23,0.3,0.51,0.18,0.44,180.34,1,45
17,11,0,1.79,2.27,2.46,0.4,893,177.8,77.11,0.36,0.63,0.48,0.64,185.42,1,48
9,2,0,1.7,3.17,1.0,0.5,894,180.34,83.91,0.36,0.45,0.15,0.46,180.34,1,38
18,8,0,3.76,2.97,0.59,0.0,895,172.72,65.77,0.44,0.53,0.66,0.65,180.34,1,40
3,2,0,2.47,5.33,1.0,0.0,896,175.26,65.77,0.51,0.44,0.1,0.33,180.34,1,39
15,7,0,0.79,5.26,0.0,0.0,897,177.8,70.31,0.5,0.23,0.0,0.0,180.34,1,36
6,3,0,3.74,4.9,1.75,0.0,898,165.1,52.16,0.71,0.32,0.12,1.0,180.34,1,34
20,14,0,3.08,3.14,0.89,0.8,899,190.5,77.11,0.31,0.51,0.16,0.48,190.5,1,44
35,11,0,2.11,1.89,0.19,0.3,900,187.96,104.33,0.5,0.63,0.4,0.78,185.42,2,51
11,3,0,3.47,3.5,5.2,1.4,901,175.26,65.77,0.57,0.57,0.44,0.61,180.34,2,38
1,5,0,2.5,3.55,0.75,0.8,902,170.18,52.16,0.44,0.64,0.2,0.0,180.34,1,49
12,6,0,3.2,2.37,0.0,0.3,903,177.8,77.11,0.49,0.44,0.0,0.32,177.8,1,50
11,3,0,3.25,4.45,2.53,0.7,904,175.26,70.31,0.43,0.54,0.58,0.77,180.34,1,37
37,12,0,3.25,2.51,1.52,0.1,905,185.42,92.99,0.54,0.55,0.56,0.73,185.42,1,47
9,5,0,3.81,5.72,4.21,0.0,906,165.1,56.7,0.32,0.59,0.58,0.75,165.1,1,40
6,6,0,2.24,3.39,1.18,0.4,907,180.34,77.11,0.48,0.41,0.33,0.26,185.42,1,49
18,7,0,2.21,2.72,2.83,0.4,908,185.42,83.91,0.5,0.46,0.5,0.57,187.96,4,46
15,11,0,1.68,2.32,4.19,0.6,909,162.56,52.16,0.48,0.57,0.63,0.5,180.34,0,43
29,10,2,2.42,2.12,2.55,0.6,910,180.34,65.77,0.42,0.65,0.56,0.54,185.42,1,42
4,3,0,2.57,2.53,0.0,0.0,911,167.64,56.7,0.47,0.67,0.0,0.6,180.34,1,38
4,2,0,2.71,2.15,1.94,0.0,912,162.56,56.7,0.46,0.51,0.6,0.68,180.34,1,35
4,1,0,1.1,2.45,3.38,0.0,913,170.18,61.23,0.6,0.49,0.81,0.0,170.18,1,39
23,9,1,1.28,1.88,1.75,0.8,914,180.34,70.31,0.48,0.53,0.3,0.69,180.34,2,36
13,4,0,4.43,3.87,0.63,0.4,915,198.12,83.91,0.36,0.59,0.42,0.63,195.58,1,38
14,6,0,3.12,2.26,3.17,0.6,916,182.88,83.91,0.51,0.57,0.29,0.57,180.34,1,48
13,5,0,2.19,2.73,0.4,0.3,917,180.34,83.91,0.35,0.54,0.42,0.65,185.42,1,46
11,5,0,1.99,2.96,1.06,2.1,918,162.56,56.7,0.36,0.55,0.33,0.4,162.56,1,41
13,6,1,3.92,4.8,0.0,0.0,919,180.34,77.11,0.5,0.41,0.0,1.0,180.34,1,44
29,10,0,3.77,4.4,0.0,0.0,920,177.8,77.11,0.47,0.47,0.0,1.0,180.34,1,42
19,5,0,3.12,2.77,0.45,0.0,921,185.42,92.99,0.66,0.46,0.28,0.87,185.42,1,44
6,2,0,2.05,2.05,0.0,0.0,922,172.72,61.23,0.47,0.58,0.0,0.62,180.34,2,33
5,1,0,3.79,3.98,2.13,0.7,923,180.34,83.91,0.31,0.68,0.42,1.0,180.34,1,42
9,5,0,2.68,3.32,2.14,1.0,924,177.8,70.31,0.42,0.51,0.26,0.27,177.8,1,43
51,18,0,2.32,2.14,1.7,0.1,925,182.88,77.11,0.49,0.56,0.23,0.61,185.42,2,45
6,4,0,5.4,3.94,0.0,0.0,926,177.8,83.91,0.51,0.43,0.0,1.0,180.34,1,37
11,3,0,1.12,3.65,2.92,2.2,927,185.42,65.77,0.41,0.4,0.8,0.72,180.34,1,36
20,5,0,3.49,2.21,1.69,0.0,928,177.8,65.77,0.55,0.64,0.42,0.66,180.34,1,37
11,3,0,1.4,1.87,2.0,0.0,929,177.8,77.11,0.37,0.41,0.33,0.62,180.34,1,38
7,2,0,1.53,0.73,0.0,0.0,930,182.88,77.11,0.58,0.66,0.0,0.68,180.34,1,42
8,4,0,2.03,2.57,1.93,0.0,931,182.88,83.91,0.32,0.6,0.83,0.63,193.04,1,42
10,6,1,1.64,1.6,0.0,0.3,932,172.72,70.31,0.29,0.67,0.0,0.31,175.26,1,41
15,6,0,2.36,2.29,1.06,0.6,933,185.42,77.11,0.37,0.54,0.5,0.61,195.58,1,46
13,5,0,1.92,5.38,0.72,1.4,934,167.64,56.7,0.25,0.52,0.25,0.33,170.18,2,38
14,8,0,2.03,3.06,1.67,1.8,935,185.42,83.91,0.36,0.49,0.54,0.47,187.96,1,44
9,4,0,2.39,3.01,0.53,0.0,936,185.42,77.11,0.4,0.5,0.37,0.72,193.04,1,40
21,11,0,1.93,2.63,2.0,0.9,937,187.96,83.91,0.38,0.5,0.68,0.81,198.12,1,43
25,9,0,1.52,2.86,0.86,0.6,938,185.42,77.11,0.42,0.49,0.15,0.22,195.58,1,45
22,9,0,2.59,2.12,1.92,1.3,939,177.8,70.31,0.47,0.64,0.39,0.54,180.34,1,47
7,7,0,3.97,3.64,0.56,0.0,940,162.56,61.23,0.35,0.56,1.0,0.8,180.34,2,41
12,7,0,0.72,2.99,0.0,0.0,941,177.8,65.77,0.34,0.41,0.0,0.5,180.34,1,39
22,8,3,3.16,2.84,2.4,0.0,942,190.5,92.99,0.61,0.41,0.36,0.62,180.34,1,38
14,13,1,3.47,2.07,0.81,1.0,943,167.64,56.7,0.47,0.7,0.33,0.72,167.64,1,43
13,4,0,4.55,4.38,2.12,0.4,944,177.8,70.31,0.48,0.43,0.83,0.69,177.8,1,37
12,3,0,1.67,2.22,1.0,0.0,945,182.88,77.11,0.33,0.53,0.37,0.7,185.42,1,37
27,7,0,3.41,2.91,1.56,0.6,946,175.26,70.31,0.49,0.59,0.16,0.75,185.42,1,45
3,5,0,4.83,4.43,1.27,1.9,947,180.34,61.23,0.53,0.57,0.36,0.5,185.42,1,39
9,6,0,3.05,1.62,5.32,1.1,948,180.34,70.31,0.44,0.62,0.62,0.55,190.5,1,38
